Lat,Lon,Elev,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Clust
47.3833,-115.35,945,1,0.83,0.959,0.517,0.554,0.421,0.193,0.242,0.504,0.968,0.99,1,8
48.55,-109.7667,788,0,0,0.347,0.948,0.42,0.368,0.261,0.262,0.374,0.478,0.447,0.001,6
47.5667,-106.7,808,0,0,0.468,0.777,0.452,0.426,0.31,0.263,0.371,0.506,0.513,0.007,6
44.8667,-111.3333,1978,0.146,0.096,0.049,0.791,0.682,0.778,0.456,0.421,0.59,0.887,0.945,0.243,9
46.6,-111.9667,1167,0,0,0.709,0.787,0.439,0.382,0.236,0.254,0.347,0.463,0.615,0.005,6
48.0667,-115.9833,683,1,0.934,0.694,0.526,0.678,0.564,0.276,0.299,0.566,0.988,0.899,1,8
48.35,-107.15,815,0,0,0.288,0.932,0.5,0.447,0.323,0.281,0.377,0.494,0.413,0,6
46.9833,-112.0167,1063,0,0.002,0.818,0.577,0.487,0.4,0.249,0.264,0.376,0.448,0.606,0.019,6
48.35,-114.0167,963,1,0.306,0.772,0.841,0.974,0.695,0.383,0.402,0.64,0.952,1,1,2
45.9167,-108.25,914,0,0.031,0.915,0.893,0.558,0.416,0.203,0.235,0.451,0.644,0.949,0.194,6
46.3,-107.2333,811,0,0,0.746,0.906,0.557,0.448,0.245,0.232,0.434,0.648,0.841,0.03,6
45.9333,-107.1333,945,0.001,0,0.746,0.911,0.65,0.479,0.242,0.235,0.465,0.696,0.922,0.055,6
47.8,-109.8167,904,0,0,0.383,0.97,0.607,0.487,0.305,0.306,0.417,0.556,0.665,0.015,6
46.7333,-107.2,852,0,0,0.69,0.851,0.53,0.449,0.271,0.244,0.404,0.589,0.714,0.016,6
45.3667,-113.4167,1975,0.009,0.004,0.516,0.98,0.719,0.455,0.264,0.269,0.371,0.567,0.724,0.016,6
45.4833,-108.9833,1128,0.007,0.039,0.903,0.927,0.69,0.438,0.208,0.208,0.422,0.695,0.99,0.42,2
48.5667,-110.7667,1013,0.009,0.004,0.327,0.935,0.792,0.535,0.301,0.311,0.442,0.522,0.6,0.015,6
47.3167,-106.9167,805,0,0,0.566,0.79,0.475,0.432,0.302,0.254,0.384,0.536,0.513,0.002,6
47.4833,-106.4667,727,0,0,0.496,0.756,0.442,0.427,0.309,0.261,0.368,0.503,0.513,0.008,6
46.6667,-109.4833,1554,0.01,0.004,0.644,0.975,0.845,0.61,0.336,0.326,0.498,0.735,0.974,0.077,6
48.3,-114.2667,901,0.844,0.117,0.806,0.68,0.87,0.615,0.348,0.368,0.572,0.897,1,1,2
44.6,-111.8167,2045,0.045,0.022,0.013,0.832,0.609,0.661,0.419,0.384,0.526,0.837,0.938,0.184,9
45.6333,-106.6667,1006,0.002,0.001,0.698,0.83,0.639,0.525,0.268,0.234,0.444,0.682,0.86,0.031,6
46.3667,-110.6,1707,0.119,0.061,0.256,0.857,0.961,0.687,0.404,0.39,0.566,0.832,0.995,0.278,9
47.05,-109.4667,1263,0.001,0,0.384,0.987,0.991,0.654,0.355,0.365,0.505,0.713,0.867,0.011,6
48.4167,-115.3167,643,1,1,0.971,0.714,0.725,0.48,0.271,0.275,0.464,0.894,1,1,8
48.4,-115.5333,639,1,1,0.839,0.499,0.488,0.393,0.237,0.258,0.466,0.917,1,1,8
47.9667,-115.2333,1097,1,0.92,0.966,0.495,0.641,0.434,0.221,0.258,0.496,0.95,1,1,8
44.6333,-112.5833,1912,0,0,0.246,0.945,0.727,0.406,0.259,0.267,0.378,0.593,0.777,0.003,6
46.95,-112.65,1394,0.034,0.016,0.527,0.82,0.786,0.579,0.328,0.34,0.475,0.63,0.825,0.064,6
47.4167,-113.7167,1317,0.145,0.071,0.684,0.834,0.898,0.646,0.356,0.373,0.556,0.833,1,0.682,11
45.4833,-110.5667,1484,0.108,0.057,0.403,0.887,0.731,0.537,0.335,0.336,0.542,0.838,1,0.398,6
45.7,-110.45,1418,0,0.001,0.66,1,0.719,0.489,0.283,0.283,0.486,0.776,1,0.364,6
47.95,-110.5333,786,0,0,0.486,0.916,0.514,0.471,0.272,0.271,0.354,0.465,0.601,0.007,6
48.45,-105.9333,891,0,0,0.187,0.968,0.731,0.49,0.352,0.32,0.431,0.533,0.393,0,9
48.4,-107.7333,684,0,0,0.342,0.905,0.467,0.457,0.318,0.277,0.396,0.522,0.438,0,6
47.85,-107.95,808,0,0,0.456,0.834,0.491,0.447,0.291,0.27,0.38,0.507,0.49,0.001,6
46.5,-110.3333,1463,0.008,0.004,0.397,0.97,0.863,0.598,0.343,0.327,0.487,0.724,0.903,0.033,6
48.4833,-104.45,595,0,0.003,0.184,0.857,0.599,0.541,0.38,0.351,0.488,0.61,0.43,0.003,9
46.6,-107.8667,890,0,0,0.762,0.838,0.561,0.447,0.248,0.245,0.406,0.584,0.785,0.032,6
46.1,-110.05,1635,0.02,0.009,0.492,0.938,0.954,0.66,0.363,0.345,0.543,0.829,1,0.428,6
46.75,-104.9667,765,0,0,0.447,0.747,0.429,0.416,0.26,0.24,0.359,0.491,0.513,0.007,6
46.4333,-105.8833,801,0,0,0.63,0.846,0.495,0.467,0.272,0.23,0.346,0.54,0.708,0.016,6
46.8833,-111.1667,1515,0.009,0.004,0.395,0.913,0.793,0.544,0.323,0.316,0.434,0.605,0.769,0.022,6
46.9,-113.9667,1042,0.014,0.147,0.981,0.946,0.651,0.429,0.221,0.254,0.393,0.643,0.999,0.572,2
46.9167,-114.1,973,0.091,0.139,0.971,0.981,0.653,0.424,0.223,0.257,0.393,0.61,0.992,0.308,2
46.2833,-105.3,756,0,0,0.575,0.835,0.494,0.476,0.282,0.242,0.379,0.557,0.637,0.008,6
47.05,-109.95,1311,0,0,0.385,1,0.901,0.59,0.349,0.356,0.477,0.644,0.79,0.005,6
45.1833,-105.75,981,0,0,0.739,0.877,0.585,0.536,0.281,0.239,0.399,0.618,0.777,0.012,6
47.0167,-107.8167,850,0,0,0.667,0.786,0.54,0.447,0.268,0.25,0.383,0.546,0.645,0.014,6
45.25,-109.7333,1999,0.024,0.013,0.438,0.813,0.719,0.51,0.282,0.274,0.506,0.781,0.953,0.14,6
47.0333,-110.7833,1594,0.015,0.007,0.306,0.967,0.958,0.63,0.365,0.352,0.476,0.669,0.801,0.027,6
45.4833,-111.6333,1446,0.086,0.043,0.52,0.946,0.983,0.626,0.343,0.336,0.513,0.769,1,0.224,6
45.4333,-109.8,1475,0.003,0,0.464,0.844,0.986,0.617,0.329,0.315,0.577,0.88,1,0.658,11
48.55,-114.5667,965,1,0.508,0.698,0.745,0.976,0.689,0.366,0.392,0.625,0.967,1,1,2
49,-106.3833,908,0,0.015,0.045,0.845,0.782,0.587,0.437,0.383,0.557,0.649,0.4,0.06,9
48.7,-106.3167,899,0,0.008,0.091,0.901,0.775,0.555,0.399,0.347,0.488,0.58,0.38,0.011,9
45.1,-106.25,1237,0,0,0.668,0.953,0.684,0.527,0.265,0.229,0.414,0.672,0.842,0.023,6
46.9,-113.0667,1297,0,0,0.655,1,0.751,0.486,0.275,0.307,0.441,0.603,0.843,0.009,6
46.3,-113.3,1606,0.009,0.004,0.694,0.925,0.648,0.472,0.256,0.278,0.404,0.635,0.93,0.055,6
48.7833,-104.55,623,0,0,0.076,0.95,0.827,0.543,0.383,0.397,0.543,0.628,0.407,0,9
46.4167,-104.5167,847,0,0,0.424,0.965,0.575,0.481,0.313,0.289,0.46,0.618,0.556,0.001,9
48.7667,-114.2833,1073,1,0.973,0.666,0.748,0.698,0.911,0.496,0.51,0.801,1,1,1,8
47.6667,-114.2,911,0.479,0.154,0.981,0.865,0.624,0.496,0.26,0.29,0.486,0.796,1,1,2
47.6833,-114.2333,832,0.552,0.174,0.981,0.911,0.682,0.479,0.249,0.275,0.471,0.792,1,1,2
45.65,-111.9,1704,0.124,0.064,0.257,0.858,0.752,0.604,0.359,0.354,0.52,0.755,0.869,0.087,9
48.1333,-105.15,610,0,0,0.37,0.849,0.47,0.498,0.368,0.312,0.406,0.476,0.369,0,6
49,-107.8333,863,0,0.005,0.138,0.89,0.637,0.493,0.359,0.293,0.433,0.536,0.376,0.006,9
46.8833,-113.5667,1103,0.008,0.064,0.938,0.758,0.595,0.449,0.233,0.262,0.401,0.595,0.97,0.207,2
45.85,-105.0333,853,0,0,0.573,0.909,0.566,0.532,0.306,0.253,0.416,0.632,0.766,0.024,6
45.9167,-109.25,1257,0.018,0.026,0.86,0.947,0.926,0.566,0.283,0.272,0.485,0.782,1,0.634,2
49,-104.5833,716,0,0,0.053,0.739,0.568,0.518,0.367,0.399,0.546,0.615,0.366,0,9
47.3,-110.75,1285,0,0,0.375,0.99,0.858,0.548,0.314,0.31,0.405,0.566,0.779,0.007,6
45.2167,-109.2333,1676,0.203,0.046,0.608,0.693,0.992,0.694,0.351,0.335,0.65,0.945,1,1,11
48.8167,-104.95,643,0,0.046,0.098,0.872,0.841,0.611,0.4,0.388,0.506,0.605,0.424,0.01,9
45.5,-104.45,1012,0,0,0.547,0.934,0.619,0.554,0.326,0.266,0.43,0.643,0.755,0.016,6
46.8167,-106.25,922,0,0,0.614,0.894,0.504,0.455,0.286,0.246,0.377,0.547,0.629,0.003,6
47.1833,-112.2833,1280,0,0,0.724,0.902,0.547,0.459,0.278,0.297,0.419,0.519,0.786,0.025,6
46.45,-108.55,984,0,0.005,0.839,0.958,0.639,0.468,0.249,0.257,0.423,0.638,0.929,0.113,6
47.4333,-108.85,1050,0,0,0.455,0.989,0.636,0.495,0.306,0.304,0.418,0.571,0.706,0.012,6
47.6167,-108.7,705,0,0,0.522,0.722,0.52,0.452,0.286,0.269,0.38,0.514,0.578,0.013,6
48.9333,-110.5667,917,0.086,0.08,0.273,0.909,0.854,0.525,0.297,0.303,0.457,0.539,0.521,0.074,6
46.5333,-109.35,1353,0.015,0.007,0.609,0.948,0.92,0.63,0.345,0.331,0.502,0.757,0.999,0.319,6
48.4667,-107.35,661,0,0,0.263,0.894,0.463,0.459,0.335,0.282,0.378,0.496,0.377,0,6
47.3167,-114.1,884,0.388,0.37,0.919,0.951,0.694,0.491,0.259,0.277,0.457,0.755,1,1,2
48.7333,-113.4333,1390,0.073,0.032,0.135,0.973,0.863,0.917,0.48,0.492,0.749,0.959,1,0.709,11
47.3,-115.0833,811,1,1,0.767,0.553,0.544,0.41,0.199,0.234,0.46,0.937,1,1,8
47.45,-104.3333,605,0,0,0.366,0.837,0.47,0.526,0.367,0.324,0.455,0.578,0.54,0.006,6
48.8333,-105.4833,722,0,0,0.088,0.782,0.649,0.528,0.349,0.338,0.465,0.589,0.383,0,9
47.2167,-113.5167,1250,0.102,0.05,0.725,0.873,0.777,0.588,0.327,0.348,0.511,0.746,1,0.413,6
47.5333,-110.5833,1311,0.015,0.006,0.354,0.952,0.841,0.617,0.35,0.332,0.431,0.591,0.813,0.033,6
47.7333,-104.15,585,0,0,0.33,0.919,0.473,0.519,0.363,0.327,0.472,0.589,0.484,0.001,9
48.9833,-110.3,835,0,0.009,0.155,0.949,0.696,0.45,0.278,0.279,0.429,0.482,0.357,0.013,9
45.4167,-105.8667,1189,0,0,0.663,0.999,0.644,0.529,0.273,0.237,0.417,0.646,0.793,0.007,6
47.15,-110.2167,1481,0,0,0.335,1,0.944,0.601,0.347,0.347,0.47,0.634,0.779,0.004,6
46.5167,-114.0833,1029,0.007,0.073,0.95,0.698,0.557,0.414,0.23,0.26,0.388,0.606,0.993,0.341,2
45.85,-113.9333,1364,0,0.074,0.935,0.545,0.4,0.338,0.183,0.213,0.338,0.601,0.996,0.346,2
48.8833,-111.7333,1128,0,0,0.405,0.98,0.781,0.545,0.31,0.336,0.469,0.506,0.601,0.003,6
47.4833,-111.7333,1097,0,0.011,0.851,0.676,0.539,0.44,0.258,0.278,0.385,0.487,0.729,0.069,6
47.2,-114.8833,826,1,1,0.864,0.525,0.688,0.37,0.179,0.226,0.446,0.906,1,1,8
47.9167,-113.8333,945,0.447,0.117,0.956,0.78,0.63,0.515,0.277,0.3,0.482,0.752,1,1,2
49,-111.9667,1056,0.006,0.003,0.444,0.956,0.651,0.567,0.325,0.338,0.464,0.489,0.6,0.013,6
46.8,-105.3,685,0,0,0.5,0.751,0.442,0.438,0.277,0.242,0.356,0.487,0.512,0.008,6
47.0667,-105.5,992,0,0,0.472,0.852,0.478,0.458,0.299,0.257,0.368,0.503,0.557,0.009,6
47.5833,-115.35,725,1,0.957,0.907,0.576,0.526,0.507,0.239,0.262,0.515,0.969,0.984,1,8
48.3167,-111.0833,869,0.005,0.002,0.48,0.888,0.623,0.522,0.291,0.294,0.396,0.482,0.642,0.015,6
46.3333,-111.5333,1170,0,0,0.645,0.939,0.525,0.434,0.256,0.265,0.392,0.585,0.761,0.007,6
45.95,-111.4667,1230,0,0,0.681,0.999,0.638,0.472,0.266,0.273,0.44,0.687,0.884,0.017,6
47.8667,-115.6167,718,1,1,0.812,0.517,0.649,0.396,0.2,0.236,0.5,0.97,0.981,1,8
48.4833,-115.9,588,1,1,0.778,0.618,0.762,0.481,0.273,0.293,0.522,0.957,0.986,1,8
48.7167,-115.8833,827,1,0.984,0.908,0.506,0.672,0.622,0.337,0.352,0.595,0.979,1,1,8
49,-108.3833,909,0.002,0.004,0.244,0.926,0.649,0.458,0.341,0.294,0.503,0.531,0.379,0.009,9
45.55,-112.3333,1410,0,0,0.429,0.849,0.475,0.427,0.253,0.255,0.374,0.496,0.564,0.002,6
47.3333,-108.5,887,0,0,0.577,0.811,0.559,0.465,0.285,0.278,0.386,0.531,0.62,0.01,6
48.3167,-112.25,1161,0,0,0.391,0.815,0.526,0.53,0.326,0.339,0.402,0.432,0.461,0.002,6
47.8833,-105.45,731,0,0,0.421,0.825,0.457,0.476,0.342,0.291,0.387,0.483,0.415,0.001,6
45.3,-111.95,1760,0.142,0.073,0.134,0.853,0.948,0.768,0.432,0.402,0.546,0.798,0.929,0.215,9
48.8667,-104.05,642,0,0,0.087,0.982,0.828,0.511,0.379,0.387,0.582,0.693,0.443,0,9
46.3167,-114.1167,1096,0.013,0.122,0.973,0.951,0.585,0.379,0.197,0.227,0.365,0.616,0.999,0.571,2
48.5,-113.9833,961,1,0.569,0.657,0.736,0.865,0.737,0.427,0.46,0.726,0.993,1,1,2
44.65,-111.1,2030,0.026,0.058,0.028,0.608,0.67,0.782,0.488,0.433,0.608,0.904,0.836,0.16,9
48.4167,-114.3667,945,0.97,0.152,0.807,0.713,0.828,0.599,0.335,0.363,0.576,0.91,1,1,2
46.55,-110.9,1536,0.013,0.006,0.266,0.938,0.86,0.559,0.331,0.324,0.455,0.676,0.755,0.021,6
46.9833,-104.15,814,0,0,0.349,0.957,0.526,0.531,0.355,0.323,0.464,0.588,0.483,0,9
46.0333,-110.5167,1778,0,0,0.37,0.867,0.713,0.542,0.323,0.325,0.535,0.821,1,0.176,6
47.5667,-109.3833,988,0,0,0.457,0.996,0.64,0.506,0.31,0.315,0.428,0.571,0.656,0.002,6
45.6167,-113.45,1847,0,0,0.541,1,0.733,0.405,0.242,0.258,0.366,0.565,0.687,0.001,6
48.1,-105.65,637,0,0,0.372,0.908,0.469,0.468,0.337,0.291,0.381,0.467,0.397,0,6
45.1167,-107.4,1137,0,0,0.753,0.99,0.563,0.391,0.187,0.192,0.403,0.64,0.838,0.023,6
45.3167,-107.9333,1007,0,0.005,0.883,0.73,0.462,0.348,0.162,0.183,0.376,0.567,0.789,0.027,6
42.4167,-103.7333,1423,0,0,0.707,0.973,0.657,0.491,0.35,0.254,0.367,0.5,0.628,0.017,6
42.55,-99.85,765,0.057,0.032,0.733,0.798,0.81,0.677,0.561,0.525,0.599,0.694,0.895,0.123,11
41.7,-98,536,0,0,0.784,0.778,0.827,0.734,0.583,0.637,0.743,0.843,0.998,0.333,11
42.1167,-102.9,1217,0,0.009,0.837,0.705,0.667,0.53,0.381,0.326,0.384,0.427,0.554,0.037,6
41.6,-99.8333,794,0,0,0.79,1,0.82,0.655,0.558,0.522,0.58,0.637,0.81,0.039,11
41.4167,-100.2,838,0.002,0.008,0.818,0.887,0.782,0.666,0.534,0.482,0.528,0.586,0.756,0.058,11
41.5667,-101.6833,1067,0,0.135,0.979,0.69,0.691,0.572,0.468,0.393,0.416,0.459,0.613,0.08,6
41.05,-96.35,326,0.808,0.081,0.848,1,1,0.874,0.629,0.752,0.943,1,1,1,12
42.5333,-98.9833,643,0.003,0.002,0.638,0.819,0.763,0.676,0.561,0.518,0.666,0.793,0.98,0.078,11
40.3667,-95.75,283,1,0.81,0.92,0.973,0.794,0.681,0.628,0.746,0.951,1,1,1,12
40.8667,-98,544,0.006,0.083,0.902,0.999,0.874,0.695,0.554,0.584,0.731,0.784,0.97,0.442,11
41.8333,-98.55,652,0.003,0.001,0.617,0.837,0.781,0.68,0.554,0.58,0.68,0.763,0.959,0.073,11
40.3,-96.75,395,0.193,0.232,0.943,1,0.908,0.737,0.653,0.736,0.916,1,1,1,11
40.1333,-99.8333,658,0,0.524,1,0.664,0.7,0.635,0.503,0.488,0.544,0.634,0.818,0.436,11
40.05,-101.55,922,0,0.748,0.663,0.508,0.632,0.528,0.455,0.415,0.395,0.472,0.624,0.346,5
41.05,-102.15,1121,0,0.441,0.725,0.538,0.66,0.518,0.429,0.358,0.365,0.389,0.505,0.195,5
41.55,-96.1333,332,0.451,0.031,0.897,1,1,0.797,0.613,0.666,0.88,0.999,1,1,11
41.9333,-99.8667,760,0.003,0.002,0.714,0.848,0.775,0.661,0.557,0.534,0.594,0.657,0.847,0.024,11
41.6667,-103.1,1117,0,0.253,0.812,0.516,0.618,0.518,0.403,0.316,0.376,0.423,0.541,0.113,5
41.4167,-99.6833,762,0,0,0.783,1,0.796,0.657,0.571,0.531,0.587,0.646,0.794,0.045,11
42.2833,-100.6333,859,0,0,0.735,0.807,0.734,0.611,0.498,0.476,0.507,0.559,0.744,0.017,6
41.7833,-99.15,663,0.003,0.001,0.626,0.817,0.756,0.67,0.567,0.553,0.636,0.719,0.94,0.066,11
42.9167,-98.85,552,0,0,0.678,0.708,0.687,0.613,0.507,0.452,0.6,0.736,0.927,0.031,11
40.2833,-100.1667,689,0,0.437,0.998,0.627,0.688,0.618,0.516,0.479,0.5,0.581,0.763,0.344,11
40.7,-99.7,720,0,0.217,0.998,0.836,0.745,0.676,0.548,0.515,0.563,0.64,0.829,0.278,11
41.1167,-98.0167,517,0.061,0.064,0.778,0.904,0.863,0.725,0.571,0.6,0.744,0.806,0.984,0.517,11
42.8167,-103,1070,0,0.017,0.875,0.61,0.594,0.517,0.401,0.304,0.383,0.432,0.482,0.031,6
42.2,-98.7667,649,0.004,0.002,0.655,0.892,0.788,0.695,0.569,0.562,0.67,0.782,0.974,0.077,11
41.7167,-97.1333,472,0.017,0,0.83,0.859,0.834,0.752,0.548,0.601,0.811,0.971,1,0.856,11
40.5167,-98.05,533,0.005,0.18,0.931,0.973,0.867,0.701,0.569,0.606,0.775,0.826,0.974,0.497,11
41.4667,-97.3333,442,0.025,0.015,0.861,0.994,0.996,0.816,0.576,0.619,0.808,0.94,1,0.722,11
41.55,-99.2333,687,0.006,0.003,0.769,0.991,0.836,0.702,0.583,0.554,0.635,0.72,0.94,0.134,11
42.7,-103.4167,1119,0,0.028,0.892,0.69,0.622,0.506,0.381,0.282,0.379,0.463,0.559,0.044,6
42.4667,-97.9,497,0.001,0,0.749,0.989,0.935,0.704,0.539,0.518,0.65,0.807,0.994,0.279,11
41.7667,-102.4333,1164,0,0.158,0.963,0.596,0.672,0.549,0.431,0.362,0.394,0.441,0.583,0.1,6
40.6167,-96.95,437,0.089,0.208,0.981,0.995,0.862,0.707,0.556,0.632,0.895,1,1,0.979,11
42.7333,-97.5,427,0.086,0.048,0.699,0.862,0.827,0.735,0.558,0.578,0.711,0.853,1,0.518,11
40.2333,-100.8333,792,0,0.554,0.869,0.555,0.658,0.558,0.503,0.452,0.432,0.496,0.661,0.318,5
40.6667,-100.5,829,0,0.125,0.978,0.7,0.684,0.634,0.513,0.438,0.463,0.541,0.679,0.113,6
41.4167,-102.9667,1302,0,0.267,0.882,0.544,0.644,0.558,0.433,0.347,0.393,0.415,0.558,0.144,5
41.25,-97.1333,491,0.265,0.076,0.815,0.844,0.847,0.761,0.517,0.613,0.875,0.997,1,0.976,11
41.9833,-98.0833,591,0.013,0.006,0.755,0.973,0.941,0.754,0.584,0.579,0.687,0.815,0.994,0.287,11
42.2667,-102.2167,1210,0,0.022,0.89,0.802,0.686,0.575,0.472,0.377,0.405,0.471,0.604,0.026,6
42.1667,-100.0167,809,0,0,0.712,0.753,0.745,0.648,0.543,0.527,0.569,0.635,0.846,0.02,11
40.4167,-101.5167,938,0,0.61,0.757,0.542,0.655,0.558,0.462,0.417,0.404,0.468,0.632,0.298,5
41.8,-98.7833,639,0.003,0.001,0.639,0.832,0.766,0.679,0.568,0.595,0.699,0.782,0.978,0.116,11
42.2667,-98.35,564,0.013,0.006,0.777,0.983,0.894,0.733,0.583,0.569,0.699,0.839,0.997,0.332,11
40.1333,-97.1833,401,0.205,0.181,0.957,1,0.917,0.751,0.638,0.734,0.936,1,1,1,11
40.65,-97.6,500,0.006,0.162,0.934,0.992,0.865,0.698,0.564,0.614,0.775,0.862,0.993,0.57,11
40.0833,-95.6,299,0.987,0.535,0.983,1,0.95,0.782,0.644,0.733,0.944,1,1,1,12
40.1,-98.9667,565,0,0.3,1,0.713,0.722,0.601,0.523,0.543,0.681,0.684,0.83,0.342,11
40.1,-98.95,613,0,0.312,0.999,0.639,0.702,0.583,0.51,0.523,0.645,0.645,0.769,0.306,11
41.4333,-96.4667,360,0.392,0.024,0.887,1,1,0.808,0.573,0.659,0.879,0.999,1,1,11
42.85,-97.4667,383,0.015,0.007,0.681,0.945,0.906,0.729,0.555,0.579,0.718,0.859,1,0.494,11
40.5333,-97.6,497,0.01,0.176,0.967,0.975,0.865,0.706,0.558,0.62,0.813,0.911,0.999,0.621,11
41.45,-97.7667,485,0.081,0.06,0.817,0.752,0.818,0.735,0.58,0.607,0.743,0.833,0.995,0.49,11
42.9,-102.2,1128,0,0.002,0.827,0.66,0.644,0.577,0.477,0.356,0.393,0.473,0.5,0.019,6
40.9333,-100.15,788,0,0.165,0.99,0.756,0.707,0.657,0.515,0.468,0.486,0.545,0.704,0.188,6
40.9667,-98.3167,561,0.007,0.047,0.914,0.949,0.831,0.673,0.51,0.536,0.695,0.715,0.916,0.28,11
41.55,-98.5333,616,0.008,0.004,0.839,0.953,0.832,0.691,0.544,0.591,0.714,0.778,0.958,0.145,11
41.9,-100.3167,824,0.003,0.003,0.682,0.781,0.766,0.639,0.515,0.505,0.555,0.603,0.825,0.022,11
40.0833,-99.2167,610,0,0.367,1,0.684,0.726,0.612,0.516,0.531,0.635,0.672,0.812,0.35,11
41.6333,-103.95,1387,0,0.213,0.937,0.518,0.589,0.494,0.389,0.305,0.341,0.43,0.575,0.149,6
42.6833,-103.8833,1478,0,0,0.602,1,0.78,0.502,0.349,0.256,0.382,0.53,0.622,0.009,6
42.6167,-97.2667,418,0.001,0,0.789,0.72,0.737,0.7,0.516,0.556,0.7,0.87,1,0.575,11
40.65,-98.3833,591,0.004,0.146,0.953,0.942,0.867,0.686,0.553,0.585,0.738,0.764,0.922,0.336,11
40.5167,-101.0167,930,0,0.366,0.943,0.571,0.659,0.571,0.486,0.42,0.423,0.493,0.65,0.219,5
42.6833,-102.7,1175,0,0.01,0.859,0.69,0.664,0.566,0.465,0.365,0.401,0.45,0.54,0.024,6
42.5167,-102.7,1160,0,0.019,0.879,0.897,0.688,0.575,0.472,0.372,0.413,0.511,0.663,0.04,6
40.1833,-97.5833,451,0.012,0.207,0.969,0.949,0.848,0.715,0.599,0.641,0.842,0.926,0.999,0.711,11
42.3167,-103.0667,1301,0,0.003,0.804,0.817,0.658,0.528,0.392,0.315,0.383,0.447,0.561,0.026,6
41.1,-100.9833,900,0,0.124,0.981,0.705,0.686,0.587,0.482,0.379,0.432,0.49,0.664,0.079,6
40.4333,-99.3667,707,0,0.285,1,0.827,0.785,0.679,0.56,0.541,0.618,0.699,0.879,0.348,11
42,-101.75,1149,0.002,0.051,0.852,0.718,0.706,0.58,0.468,0.387,0.414,0.47,0.629,0.043,6
40.5167,-101.65,999,0,0.607,0.748,0.542,0.657,0.558,0.453,0.409,0.396,0.466,0.61,0.278,5
40.7333,-99.0167,649,0.002,0.126,0.922,0.831,0.814,0.686,0.549,0.535,0.659,0.71,0.87,0.259,11
41.2667,-103.6667,1451,0,0.119,0.944,0.602,0.621,0.533,0.46,0.365,0.371,0.437,0.598,0.142,6
41.2167,-101.6667,1011,0,0.271,0.923,0.577,0.676,0.554,0.451,0.376,0.398,0.433,0.585,0.165,5
40.8333,-96.7667,357,0.463,0.104,0.929,1,0.97,0.722,0.562,0.657,0.909,1,1,1,11
40.8,-96.65,372,0.439,0.09,0.948,1,0.981,0.726,0.577,0.672,0.909,1,1,1,11
41.15,-102.6333,1168,0,0.512,0.808,0.56,0.67,0.553,0.439,0.39,0.384,0.421,0.602,0.26,5
41.2833,-98.9667,627,0.006,0.014,0.811,1,0.926,0.725,0.564,0.546,0.674,0.783,0.984,0.369,11
42.8333,-98.45,424,0,0,0.664,0.744,0.704,0.638,0.52,0.49,0.646,0.794,0.989,0.1,11
41.8333,-97.45,511,0.013,0.006,0.792,0.974,0.991,0.805,0.598,0.583,0.702,0.851,0.999,0.379,11
40.85,-101.55,975,0,0.393,0.894,0.57,0.675,0.572,0.464,0.403,0.412,0.468,0.62,0.218,5
41.2167,-99.3,689,0.008,0.014,0.875,0.957,0.837,0.718,0.582,0.54,0.632,0.724,0.949,0.201,11
40.2,-100.6167,771,0,0.529,0.922,0.575,0.662,0.557,0.51,0.469,0.452,0.525,0.692,0.329,5
41.1333,-96.4833,352,0.39,0.035,0.908,1,1,0.78,0.572,0.69,0.898,0.999,1,1,11
40.3833,-100.2167,728,0,0.378,0.999,0.636,0.682,0.619,0.515,0.469,0.485,0.567,0.72,0.282,11
42.9167,-101.7,991,0,0.006,0.865,0.728,0.608,0.559,0.434,0.359,0.394,0.469,0.587,0.023,6
40.5167,-98.95,658,0,0.211,0.998,0.822,0.748,0.65,0.535,0.534,0.674,0.706,0.847,0.284,11
41.95,-103.7,1244,0,0.168,0.973,0.6,0.584,0.464,0.34,0.242,0.314,0.429,0.621,0.119,6
42.05,-101.05,992,0,0.008,0.75,0.645,0.687,0.583,0.471,0.419,0.447,0.495,0.672,0.019,6
42.25,-101.3333,1055,0.017,0.016,0.784,0.736,0.709,0.596,0.482,0.418,0.446,0.503,0.669,0.045,6
40.6833,-95.8833,329,0.845,0.189,0.894,0.996,0.896,0.746,0.686,0.789,0.958,1,1,1,12
42.6,-99.3333,680,0,0,0.672,0.797,0.711,0.634,0.53,0.49,0.617,0.722,0.903,0.026,11
42.75,-98.0333,421,0.011,0.005,0.755,0.981,0.82,0.683,0.533,0.504,0.647,0.785,0.988,0.196,11
41.9833,-97.4333,472,0.095,0.054,0.798,0.892,0.866,0.793,0.612,0.583,0.721,0.896,1,0.629,11
41.5,-98.7667,597,0.008,0.011,0.812,0.977,0.807,0.684,0.56,0.603,0.72,0.789,0.976,0.272,11
41.1167,-100.6667,847,0,0.053,0.935,0.82,0.702,0.614,0.493,0.393,0.455,0.526,0.699,0.038,6
41.05,-100.75,922,0,0.071,0.959,0.748,0.684,0.594,0.484,0.375,0.423,0.487,0.66,0.049,6
42.0667,-97.9667,521,0.014,0.007,0.756,0.973,0.946,0.758,0.585,0.564,0.684,0.842,0.999,0.355,11
41.15,-99.7667,786,0,0.018,0.906,0.97,0.742,0.668,0.555,0.515,0.568,0.626,0.797,0.105,11
